lens_id,lens_name,mount,focal_length,sharpness,aberration,bokeh,autofocus,handling,value,reviews,views,last_date,recommended_by,price,rating,description,image_link,lens_link
116,SMC Pentax-F 50mm F2.8 Macro,4,3,10,9.6,9.5,9.3,9.3,10,14,"93,404","Tue August 30, 2022",100% of reviewers,$284.27 ,9.62,This was the first 50mm autofocus macro lens made by Pentax. The optics are seated that far from the front that no separate lens hood is required.,https://www.pentaxforums.com/lensreviews/data/29/SMC_Pentax-F_50mm_Macro.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-50mm-F2.8-Macro-Lens.html
117,SMC Pentax-F 85mm F2.8 Soft,4,4,8.3,10,9,7.3,8,7.7,7,"63,960","Sun March 7, 2021",100% of reviewers,$266.33 ,9.33,"This is a soft focus lens. The degree of softness is controlled with the aperture ring. The effect is most pronounced at F2.8. The center is less soft than the edges. The effect is most pronounced in the range F2.8 to F5.6. From F2.8 to F6.7 the aperture closes down manually to the value set with the aperture ring. Av exposure mode can be used from F2.8 to F5.6. At F6.7 the exposure mode switches to M even if set to Av and an exposure error occurs. When the aperture ring is turned further toward F32 the aperture blades remain at F6.7 and the lens doesn't stop down to the set value until the exposure is made or the optical preview is engaged. In this range (F6.7 to F22) ""green button"" stop down metering in M exposure mode is the way to work with a Pentax DSLR. A Pentax film SLR with aperture simulator will also work in Av mode in this range.",https://www.pentaxforums.com/lensreviews/data/29/SMC_Pentax-F_85mm_Soft.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-85mm-F2.8-Soft-Lens.html
118,SMC Pentax-F 100mm F2.8 Macro,4,4,9.8,9.1,9.3,9,9,9.4,13,"111,958","Sat April 10, 2021",100% of reviewers,$253.62 ,9.62,"This was the first in a series of 100mm autofocus macro lenses from Pentax. The subsequent versions (FA, D FA) have the same optical formula. The optics are seated that far from the front that no separate lens hood is required.",https://www.pentaxforums.com/lensreviews/data/29/SMC_Pentax-F_100mm_F28_Macro.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-100mm-F2.8-Macro-Lens.html
119,SMC Pentax-F 135mm F2.8 [IF],4,4,9.7,8,9.3,9.3,10,9.1,17,"112,077","Wed November 15, 2023",100% of reviewers,$312.50 ,9.47,This fast short-telephoto lens features internal focusing (IF) and a built-in hood.,https://www.pentaxforums.com/lensreviews/data/29/SMC_Pentax-F_135mm_F28.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-135mm-F2.8-Lens.html
120,SMC Pentax-F* 300mm F4.5 ED [IF],4,4,9.8,9.4,9.1,8.8,9.5,9.7,45,"165,497","Sun October 30, 2022",100% of reviewers,$880.14 ,9.86,"This lens is optically identical to the later FA* version, but it has several physical differences, including a removable tripod mount and built-in hood.",https://www.pentaxforums.com/lensreviews/data/29/SMC_Pentax-F_star_300mm_F45.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-Star-300mm-F4.5-Lens.html
121,SMC Pentax-F* 600mm F4 ED [IF],4,5,0,0,0,0,0,0,4,"49,096","Sat October 18, 2014",100% of reviewers,"$7,000.00 ",9.75,"This lens is a fast, long telephoto lens. It is optically identical to the later FA* version.",https://www.pentaxforums.com/lensreviews/data/29/SMC_Pentax-F_600mm_F4.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-Star-600mm-F4-Lens.html
122,SMC Pentax-F 17-28mm F3.5-4.5 Fish-Eye,4,6,8.3,7.1,6.8,8.4,9.2,9.5,16,"99,369","Sun January 14, 2024",100% of reviewers,$245.86 ,8.94,The F-series 17-28mm fisheye is an interesting lens featuring 180-degree diagonal field of view on film bodies at its 17mm setting.,https://www.pentaxforums.com/lensreviews/data/45/Pentax_17-28_1.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-17-28mm-F2.8-Fisheye-Zoom-Lens.html
123,SMC Pentax-F 24-50mm F4,4,6,8.8,7.5,7.8,8.3,8.7,9.3,10,"151,300","Sun June 10, 2018",100% of reviewers,$150.22 ,9.3,This is the autofocus successor to the A-series 24-50mm zoom lens which has the same optical formula.,https://www.pentaxforums.com/lensreviews/data/45/SMC_Pentax_F-Zoom_24-50mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-24-50mm-F4-Zoom-Lens.html
124,SMC Pentax-F 28-80mm F3.5-4.5,4,6,7.9,7.1,7.5,7.9,7.7,8.6,20,"210,008","Thu September 9, 2021",100% of reviewers,$31.59 ,7.35,The SMC Pentax-F 28-80mm lens has a macro setting at 80mm.,https://www.pentaxforums.com/lensreviews/data/45/Pentax_28-80_4.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-28-80mm-F3.5-4.5-Macro-Zoom-Lens.html
125,SMC Pentax-F 35-70mm F3.5-4.5,4,6,8.9,8.2,8,8.6,8.5,9.5,101,"398,552","Wed April 24, 2024",97% of reviewers,$42.07 ,8.72,This lens has the same aperture range and the same optics as its A-series counterpart.,https://www.pentaxforums.com/lensreviews/data/45/SMC_Pentax_F_35-70mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-35-70mm-F3.5-4.5-Macro-Zoom-Lens.html
126,SMC Pentax-F 35-80mm F4-5.6,4,6,7.4,7.2,7.5,7.9,7.5,8.6,49,"192,153","Tue May 3, 2022",80% of reviewers,$20.38 ,6.77,This lens's focal length and speed is beaten by the F 28-80mm lens.,https://www.pentaxforums.com/lensreviews/data/45/SMC_Pentax-F_35-80mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-35-80mm-F4-5.6-Zoom-Lens.html
127,SMC Pentax-F 35-105mm F4-5.6,4,6,8.8,8.4,8.3,8.1,7.9,9.5,20,"138,503","Thu July 11, 2024",95% of reviewers,$59.82 ,8.67,The Pentax-F 35-105mm lens has a macro feature at 105mm and a very useful range of focal lengths.,https://www.pentaxforums.com/lensreviews/data/45/Pentax_35-105_12.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-35-105mm-F4-5.6-Macro-Zoom-Lens.html
128,SMC Pentax-F 35-135mm F3.5-4.5,4,6,7.5,6.9,7,7.5,7.2,8.1,20,"138,190","Fri December 29, 2023",80% of reviewers,$88.44 ,7.89,The large zoom range of this autofocus lens makes it a versatile walk-around lens. It features the same aperture range and optics as its A-series predecessor. It has a macro setting at the long end.,https://www.pentaxforums.com/lensreviews/data/45/SMC_Pentax_F_35-135mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-35-135mm-F3.5-3.5-Macro-Zoom-Lens.html
129,SMC Pentax-F 70-210mm F4-5.6,4,6,8.5,7.9,8.6,7.7,7.7,9.6,55,"281,899","Thu November 24, 2022",96% of reviewers,$84.65 ,8.35,"The Pentax-F 70-210mm is a compact but solidly built lens with a 49mm filter diameter. However, it has variable aperture, unlike its A-series predecessor . It has no dedicated macro setting but even then it reaches a respectable 0.25x magnification at the long end. This lens is an extraordinary good value.",https://www.pentaxforums.com/lensreviews/data/45/SMC_Pentax-F_70-210mm_F4.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-70-210mm-F4-5.6-Zoom-Lens.html
130,SMC Pentax-F 80-200mm F4.7-5.6,4,6,8.4,7.7,7.3,8.6,8.7,9.1,27,"127,199","Wed September 29, 2021",89% of reviewers,$52.93 ,7.96,This lens features the same aperture range as its A version. It is of much lighter construction than the smc Pentax 70-210mm zoom.,https://www.pentaxforums.com/lensreviews/data/45/SMC_Pentax-F_80-200mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-80-200mm-F4.7-5.6-Zoom-Lens.html
131,SMC Pentax-F 100-300mm F4.5-5.6,4,6,7,6.7,7.6,7.4,6.7,7.8,20,"127,306","Mon February 5, 2024",80% of reviewers,$83.11 ,7.15,The Pentax F 100-300mm autofocus zoom lens was succeeded by an FA version that added power zoom support.,https://www.pentaxforums.com/lensreviews/data/45/SMC_Pentax_F_100-300mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-100-300mm-F4.5-5.6-Zoom-Lens.html
132,SMC Pentax-F* 250-600mm F5.6 ED [IF],4,6,10,9,9.5,8,6.5,8,2,"50,076","Mon July 15, 2013",100% of reviewers,"$3,500.00 ",9.5,"The Pentax F* is a professional zoom lens delivering superb image quality and handling. This lens is lighter than its FA* version and uses a single ring for focusing and zoom. It features internal zooming, a large built-in hood, and a tripod mount, and comes in a trunk case complete with a large leather cap and 6 drop-in filters. No power zoom.",https://www.pentaxforums.com/lensreviews/data/45/SMC_Pentax-F_Star_250-600mm_F56.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-Star-250-600mm-F5.6-Zoom-Lens.html
133,SMC Pentax-A 15mm F3.5,3,1,9,7.3,5.5,0,9.3,9,9,"103,955","Wed October 7, 2020",100% of reviewers,$673.80 ,9.14,"This lens is optically identical to its K-series predecessor. Its redesigned barrel does not have a silver stripe around the focusing ring, however.",https://www.pentaxforums.com/lensreviews/data/28/IMGP1540.JPG,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-15mm-F3.5-Lens.html
134,SMC Pentax-A 16mm F2.8 Fish-Eye,3,1,8.3,8.3,8.3,0,9.7,9,6,"52,618","Fri February 24, 2017",100% of reviewers,$484.00 ,9,"This rare lens has fast aperture and features three built-in filters. It is larger than the K 17mm F4, but also one stop faster.",https://www.pentaxforums.com/lensreviews/data/28/SMC_Pentax_A_16mm_Fish-Eye.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-16mm-F3.5-Fisheye-Lens.html
135,SMC Pentax-A 20mm F2.8,3,1,8.9,8.4,7.9,0,9.5,9.2,22,"157,298","Wed June 14, 2023",95% of reviewers,$425.72 ,9.09,"The SMC Pentax-A 20mm F2.8 lens is faster than the M or K 20mm lenses, and it was succeeded by an FA autofocus version with the same optics formula.",https://www.pentaxforums.com/lensreviews/data/28/SMC_Pentax-A_20mm_F28.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-20mm-F2.8-Lens.html
136,SMC Pentax-A 24mm F2.8,3,1,8.8,8.4,8.1,0,9.4,9.1,23,"148,715","Mon April 13, 2020",100% of reviewers,$204.71 ,8.7,"This lens is of the same size as its 24mm F2.8 K-series predecessor. It has the same optics, but is about 10g heavier.",https://www.pentaxforums.com/lensreviews/data/28/SMC_Pentax-A_24mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-24mm-F2.8-Lens.html
137,SMC Pentax-A 28mm F2,3,2,9.2,8.7,8.1,0,9.5,8.6,13,"121,725","Wed September 15, 2021",100% of reviewers,$354.55 ,9.15,This lens is similar to its M version and faster than the other 28mm lens in the A-series.,https://www.pentaxforums.com/lensreviews/data/28/SMC_Pentax-A_28mm_F21.JPG,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-28mm-F2-Lens.html
138,SMC Pentax-A 28mm F2.8,3,2,8.6,8.1,7.6,0,9.1,9.2,64,"326,786","Tue July 30, 2024",95% of reviewers,$80.49 ,8.41,This lens is similar to the second version of the smc Pentax-M 28mm F2.8 lens.,https://www.pentaxforums.com/lensreviews/data/28/SMC_Pentax_A_28mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-28mm-F2.8-Lens.html
139,SMC Pentax-A 35mm F2,3,2,8.7,8.3,8.9,0,9.8,8.8,12,"90,042","Fri December 30, 2022",92% of reviewers,$285.82 ,9.09,This lens is optically similar to its M counterpart.,https://www.pentaxforums.com/lensreviews/data/28/SMC_Pentax-A_35mm_F2.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-35mm-F2-Lens.html
140,SMC Pentax-A 35mm F2.8,3,2,9.2,9,8.8,0,9.5,9.3,14,"123,416","Wed April 3, 2024",100% of reviewers,$129.64 ,9.07,This lens is optically similar to the M version.,https://www.pentaxforums.com/lensreviews/data/28/IMGP1538.JPG,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-35mm-F2.8-Lens.html
141,SMC Pentax-A 50mm F1.2,3,3,9.6,8.6,9.6,0,9.9,8.6,34,"303,706","Wed January 17, 2024",100% of reviewers,$469.50 ,9.59,"The SMC Pentax-A 50mm F1.2 is the fastest A-series 50mm lens variant, featuring the largest aperture available in the K-mount. While the standard version had a black barrel, it also came in a special-edition bundle with the LX 2000 with a barrel design resembling that of the current silver FA Limited lenses. The rare LX2000 bundle typically sells for $4000-5000 USD.",https://www.pentaxforums.com/lensreviews/data/28/smc_Pentax-A_50mm_F1_2.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-50mm-F1.2-Lens.html
142,SMC Pentax-A 50mm F1.4,3,3,9.2,8.2,9.3,0,9.1,9.2,58,"303,383","Sun October 29, 2023",98% of reviewers,$103.27 ,9.19,Like all A-series lenses this very fast standard lens supports P and Tv exposure modes in addition to Av and M. The lens is shown above with a filter and a metal screw-in lens hood. A rectangular clip-on plastic hood was also available as well as a folding rubber hood.,https://www.pentaxforums.com/lensreviews/data/28/smc_Pentax-A_50mm_F1_4.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-50mm-F1.4-Lens.html
143,SMC Pentax-A 50mm F1.7,3,3,9.1,8.4,8.7,0,8.6,9.5,144,"577,539","Sun June 30, 2024",99% of reviewers,$58.80 ,8.91,The SMC Pentax-A 50mm F1.7 is a fast standard lens shipped with many 1980's Pentax bodies. It supports all exposure modes.,https://www.pentaxforums.com/lensreviews/data/28/smc_Pentax-A_50mm_F1_7.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-50mm-F1.7-Lens.html
144,SMC Pentax-A 50mm F2,3,3,8.2,8.3,8,0,8.6,8.8,75,"256,415","Mon September 30, 2024",89% of reviewers,$31.94 ,7.91,The SMC Pentax-A 50mm F2 is a compact standard lens released as a cheaper kit lens for Pentax auto-aperture bodies. It supports all exposure modes.,https://www.pentaxforums.com/lensreviews/data/28/smc_Pentax-A_50mm_F2_0.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-50mm-F2-Lens.html
145,SMC Pentax-A 50mm F2.8 Macro,3,3,9.6,9.2,8.7,0,9.3,9.5,38,"190,532","Fri August 2, 2024",100% of reviewers,$143.31 ,9.55,The SMC Pentax-A 50mm F2.8 was the first Pentax macro lens to offer a fast aperture of F2.8. This lens supports auto metering and offers 1:2 (half life-size) reproduction. The front element is sufficiently recessed that no lens hood is needed.,https://www.pentaxforums.com/lensreviews/data/28/SMC_Pentax_A_50mm_Macro.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-50mm-F2.8-Macro-Lens.html
146,SMC Pentax A* 85mm F1.4,3,4,9.9,9.2,9.8,0,9.9,8.9,19,"168,426","Tue November 14, 2023",100% of reviewers,$989.93 ,9.84,This manual-focus version of an extremely fast short tele/portrait prime lens. Being an A-series lens it supports all exposure modes.,https://www.pentaxforums.com/lensreviews/data/28/SMC_Pentax-A_Star_85mm_F14.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-Star-85mm-F1.4-Lens.html
147,SMC Pentax-A 100mm F2.8,3,4,9.3,8.9,9,0,9.8,9.8,18,"98,847","Tue June 27, 2023",100% of reviewers,$216.67 ,9.44,This lens is optically similar to its M version.,https://www.pentaxforums.com/lensreviews/data/28/SMC_Pentax_A_100mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-100mm-F2.8-Lens.html
148,SMC Pentax-A 100mm F2.8 Macro,3,4,8.4,8.4,8.6,0,9.6,8.1,13,"94,850","Sun July 21, 2024",92% of reviewers,$468.92 ,8.85,This was the first Pentax 100mm macro lens to employ an aperture of 2.8 and 1:1 magnification.,https://www.pentaxforums.com/lensreviews/data/28/SMC_Pentax-A_Macro_100mm_F28.JPG,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-100mm-F2.8-Macro-Lens.html
149,SMC Pentax-A 100mm F4 Macro,3,4,8.8,9,8.6,0,9.1,8.6,12,"92,305","Fri March 31, 2023",100% of reviewers,$171.67 ,8.83,This lens is similar to the M version; a dental version with a special scale for dental photography was also available.,https://www.pentaxforums.com/lensreviews/data/28/SMC_Pentax-A_Macro_100mm_F4.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-100mm-F4-Macro-Lens.html
150,SMC Pentax-A* 135mm F1.8,3,4,9.9,9.1,9.9,0,9.9,9.6,18,"137,685","Tue March 21, 2023",89% of reviewers,"$1,365.00 ",9.47,This extremely-fast telephoto lens is large and heavy. It weighs 865g and has a 77mm filter diameter.,https://www.pentaxforums.com/lensreviews/data/28/SMC_Pentax_A-star_135mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-Star-135mm-F1.8-Lens.html
151,SMC Pentax-A 135mm F2.8,3,4,9.3,8.2,8.8,0,9.6,9.7,39,"222,574","Sun December 3, 2023",100% of reviewers,$137.74 ,9.16,This lens is slightly slower than its K-series counterpart- it features 4 elements in 4 groups and weighs 340g.,https://www.pentaxforums.com/lensreviews/data/28/SMC_Pentax-A_135mm_F28.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-135mm-F2.8-Lens.html
152,SMC Pentax A* 200mm F2.8 ED,3,4,9.7,8.7,9.1,0,9.3,9.7,9,"88,992","Sun July 2, 2023",100% of reviewers,$605.00 ,9.67,"The SMC Pentax A* 200mm F2.8 employs the finest of Pentax optical engineering, including extra-low dispersion elements. It can deliver exceptional photos, is relatively compact, and features a built-in hood.",https://www.pentaxforums.com/lensreviews/data/28/SMC_Pentax_A_Star_200mm_F28.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-Star-200mm-F2.8-Lens.html
153,SMC Pentax-A 200mm F4,3,4,8.4,7.9,8.3,0,9.1,8.8,15,"75,509","Sun May 3, 2020",87% of reviewers,$103.31 ,8,This lens is similar to the M version; it only weighs 405 grams.,https://www.pentaxforums.com/lensreviews/data/28/SMC_Pentax-A_200mm_F4.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-200mm-F4-Lens.html
154,SMC Pentax-A* 200mm F4 Macro ED,3,4,10,10,9.9,0,9,9.1,16,"103,757","Fri June 23, 2023",100% of reviewers,"$1,607.47 ",9.94,This is the manual-focus version of Pentax's 200mm macro.,https://www.pentaxforums.com/lensreviews/data/28/SMC_Pentax-A_Star_200mm_Macro.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-Star-200mm-F4-Macro-Lens.html
155,SMC Pentax-A* 300mm F2.8 ED [IF],3,4,10,10,10,0,9.5,10,8,"65,695","Tue June 7, 2022",100% of reviewers,"$2,364.50 ",9.88,This fast lens weighs in at 3 kg.,https://www.pentaxforums.com/lensreviews/data/28/72060774.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-Star-300mm-F2.8-Lens.html
156,SMC Pentax-A* 300mm F4,3,4,9.6,8.4,8.4,0,8.9,9.4,18,"120,452","Thu October 1, 2020",100% of reviewers,$482.57 ,9.06,"This lens is one stop slower than its faster A* counterpart, but it's also much more compact, only weighing 850g.",https://www.pentaxforums.com/lensreviews/data/28/SMC_Pentax_A-star_300mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-Star-300mm-F4-Lens.html
157,SMC Pentax-A* 400mm F2.8 ED [IF],3,5,10,10,10,0,8.3,9.7,5,"74,393","Tue October 1, 2019",100% of reviewers,"$3,075.00 ",10,"This immense lens is two stops faster than its standard A version, but it is also 5 times heavier, weighing in at 6 kg.",https://www.pentaxforums.com/lensreviews/data/28/SMC_Pentax-A_star_400mm_F28.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-Star-400mm-F2.8-Lens.html
158,SMC Pentax-A 400mm F5.6,3,5,8.7,7.4,8.2,0,8.6,9.6,23,"121,410","Sun October 13, 2024",100% of reviewers,$350.68 ,8.7,"The SMC Pentax-A 400mm F5.6 lens is a compact extreme-telephoto lens featuring a tripod collar and built-in hood. Manual focus, auto aperture.",https://www.pentaxforums.com/lensreviews/data/28/SMC_Pentax_A_400mm_F56.JPG,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-400mm-F5.6-Lens.html
